title,text_review
Достоинства: ,Всё на очень высоком уровне и качестве ....
Недостатки: ,Нет в комплекте Европейской розетки .... и не так хорошо снимает камера как современные телефоны за 40-50 тыс. ....
Комментарий: ,Рекомендую однозначно .... цена-качество - идеальное соотношение.
Достоинства: ,Всё
Недостатки: ,Не ждите от камеры хороших снимков.
Комментарий: ,"Долго держит батарею, приятно держать в руках, необычный цвет, за эту цену отличная модель, GPS быстро ловит спутники. Отпечаток пальца, это вообще что-то новое. очень шустрый. сочная картинка. 3гб оперативы + 32гб встроенной.  
заказ № 309(98908 п/п 309) от 12.07.2017 курьер - Руслан"
Достоинства: ,"Батарея, корпус, сканер отпечатков, разрешение экрана, процессор, цена!!!"
Недостатки: ,"Камера, глючная прошивка (решается прошивкой на глючной)"
Комментарий: ,"Пришлось помучится, поставить прошивку 8.0.6.0 от multirom и глюки исчезли, а именно зависание, и черный экран. В остальном 5 +."
Достоинства: ,"Цена, качество сборки,стабильность работы системы, 3 гига оперативной памяти, батарейка 4100, брал в Китае за 10000р с силиконовым чехлом и гарантией ремонта в России."
Недостатки: ,"пользуюсь 1 месяц, пока что всё устраивает."
Комментарий: ,"Советую тем у кого до этого был просто телефон с нехваткой ОЗу и Андрюшей 4.2.2.
Покупайте."
Достоинства: ,"дизайн, металлический корпус, сборка, экран, батарея, быстродействие- все супер ! Камера хорошая."
Недостатки: ,внешний динамик.  Хотелось бы погромче и качество звука - получше.
Комментарий: ,"Для своей цены , брал за 12000  3Гб о.п. и 32Гб. встроеной памяти в черно-сером цвете - один из лучших . Очень доволен, проблем нет. Рекомендую !"
Достоинства: ,"Все очень нравится, очень эргономичный телефон, удобный как размером, так и функционалом. Хорошая камера, фронталка средняя. Отпечаток пальца очень удобная штука!) Оп и разблокировался;)! Динамик нормальный, можно и музыку послушать. Удобно, что можно не снимая блокировку поставить на беззвучный режим например, но это опять же к слову о хорошей эргономичной и телефона. Внешне очень стильный, оптимальный размер экрана, я считаю. Хорошо держит батарею, дня 3 с хорошей загрузкой работой."
Недостатки: ,"Зарядка должна быть 2 Ампера, чтобы быстро зарядился телефон, а так он пишет, что часов 8 будет заряжаться на 1 Ампера:(. Понадобился переходник для еврозарядки."
Комментарий: ,Я рекомендую этот телефон кто ценит качество и новые технологии и не гонится за маркой:(! Всем счастья!))
Достоинства: ,"Металлический корпус, начало работы по отпечаткам пальца, фотографии хорошего качества, батарейка - это просто чудо хватает на  два дня если звонить, играть."
Недостатки: ,недостатков пока не вижу
Достоинства: ,"Цена,  батарея поражает посде айфона,  экран,  корпус,  в общем все"
Недостатки: ,"Прошивки андроид,  глючит,  выключается"
Комментарий: ,"Все ок,  НО!!! Купил новые 2 шт в разных местах.  Почему никто не пишет про глючную официальную прошивку Global 8.1.2.0?  Телефоны оба вырубаются сами по себе!  Надо перезапускать,  несколько раз в день.  Начал искать в инете,  а там окпзывается сотни пользователей жалуются на данный глюк этой модели.  Почитайте форумы,  посмотрите ютуб кто не верит.  Никто не знает причин,  ни как пока не лечится,  глюк одинаковый у всех на официальной прошивке.  Это единственный огромный минус,  может обновления когда то придут и исправят,  а может и нет.  Форум 4pda. И подобные"
Достоинства: ,"Батарейки хватает на 2 дня, удобно лежит в руке, Андрей работает хорошо и шустро, отпечаток пальца, цена"
Недостатки: ,"Сигнал GSM и GPS, работа некоторых приложений и функций"
Комментарий: ,"Сравниваю телефон с бывшим Sony Z3 Compact, разочаровало по сути только качество сигналов GSM и GPS. Там где Sony могла из последних сил удержать сигнал (в переходах, на парковке или в области) Xiaomi сразу сдается и показывает ""не в сети"". Навигация, на удивление, тоже иногда  (редко) может отвалиться и показать местоположение неправильное, там где с Sony такого не случалось.
Некоторые приложения не хотят правильно работать на данном телефоне, хотя всегда есть альтернатива, конечно.
Smart Lock вроде есть, но не работает (настроил, чтобы не блокировался телефон при подключении по Bluetooth в машине, но увы).
Ну и для примера: в дороге порой пользуюсь Яндекс Радио, на Sony только совсем в глухих местах оно отваливалось, но потом снова включалось (само). Сейчас с Xiaomi по Москве через каждые 2-3 песни просто перестает играть, видимо и сигнал мобильного интернета теряет + само приложение так работает, что надо заново нажимать play, а Smart Lock не работает... Мелочь, но не приятно."
Достоинства: ,"Недорогой,быстрый, удобный"
Недостатки: ,Белый спереди
Комментарий: ,Для не особо требовательных прекрасный выбор
Достоинства: ,"Стиль, батарея,быстродействие,размер экрана,ИК порт (скачала приложение лентяйка и норм телевизор переключает), лоток по СМС и память с боку, не надо открывать телефон,КАМЕРА ( я ей очень довольна),сканер пальца."
Недостатки: ,"Так по мелочи, не значительно."
Комментарий: ,"Я довольна,  что ушла от популярных самсунгов и леново, за такие деньги (брала за 10125). Камеру усилено ещё не тестировала, но парочку приложений скачала и всё ок, да и родное приложение норм, функция стабилизация +, игрушки (не сложные) летают. Кино смотреть в удовольствие. Ну а батареи аж на 4-5 дней хватает ( я не особо активный пользователь). Т9 очень удивил (хороший словарь и запас слов). Ну маленький минус лично для меня напишу у экрана поля маленькие , бывает возьмёшь телефон не так и уже в каком нибудь приложении."
Достоинства: ,"Почти идеальный телефон за 10 500р. (с чехлом и стеклом)
С начала июля пользовался Redmi 3 Pro, устраивал всем кроме одной вещи (см. комментарии)"
Недостатки: ,"1. Стоковая GLOBAL прошивка на сегодняшний день иногда вырубается. Обещают поправить к 7 февраля 2017.
2. у меня на белом (серебристом) аппарате ночью видно засвеченный ореол индикационного светодиода сверху справа от экрана (скорее всего, тонкий пластик)
3. Камера пока сыровата. Ночью мажет. Днём отлично работает.
4. в моём случае прошивка и разблокировка загрузчика возможна с использованием разрезанного USB кабеля. Пока решил не заморачиваться.
5. пока непросто найти стекло 2.5D пока хожу с обычным"
Комментарий: ,"Работает заметно шустрее Redmi 3 Pro
Особенно заметно в Яндекс Картах (только из-за них обновился с предыдущего телефона)
До этого из смартфонов были: Nokia E72, Samsung Galaxy Note I, Sony Xperia Z2 (покупались в течении месяца после выхода)
До сих пор пребываю в шоке от того насколько телефон может быть хорош за четверть цены топовых моделей."
Достоинства: ,"отличный тел за свои деньги, не знаю что уж может быть такого в афоне за 60 тыщь"
Комментарий: ,стекло скользкое
Достоинства: ,Железо - огонь. Дизайн- заглядение. Софт крутяк. Камера восторг. Батарея- мечта!  Вот так должен выглядеть современный смартфон. КИТАЙ РУЛИТ!
Недостатки: ,Корпус скользит в руке. Нет аксессуаров
Комментарий: ,"Быстрый, красивый, удобный. А что еще нужно от смартфона? Куча опций, еще привлекательная цена короче категорично рекомендую."
Достоинства: ,"- Батарея, работает без подзарядки около 5 дней при активном использовании (интернет,звонки);
- достойный внешний вид;
- мощной процессор;
- датчик отпечатков;
-цена;"
Недостатки: ,"- ужасная, отвратительнейшая связь. Слышать собеседника возможно только в условиях идеально четкого сигнала сети, иначе разговаривать невозможно, либо приходится переключать вручную на тип сети ""только 2g"";
- камера средненькая, на старой нокии с 8мп, качество снимков было лучше;
- встроенный браузер беспрерывно шлёт рекламные уведомления, что впрочем легко решается отключением этих уведомлений."
Комментарий: ,"Был бы просто отличный телефон (если нет высоких притензий к камере), если бы не один существенный минус в виде отвратительной связи, который перечеркивает все его плюсы (телефон все таки). Будем надеяться, что проблема со связью программная, а не аппаратная и будет исправлена в следующих обновлениях..."
Достоинства: ,"- батарея
- оболочка Анродид
- внешний вид
- стабильность
- корпус металл
- 2.5Д и олеофобное стекло
- 3G RAM
- удобные 5 дюймов"
Недостатки: ,- алюминиевый кант быстро царапается (поэтому нужен чехол)
Комментарий: ,"Перешел на 4про с 1s. Доволен. 8ка миуи поражает быстротой и плавностью интерфейса, все продумано до мелочей. Вышла стабильная глобальная прошивка. Внешний вид многих устраивает, поэтому обращу внимание на особенности софта (будет полезно для тех кто в первый раз сталкивается с Miui)
- есть второе пространство (грубо говоря всю систему можно задублировать)
- можно задвоить каждое приложение (например вотс ап, для работы и для дома), Если для этого раньше требовались доп программы - теперь все внутри самого телефона. 
- можно поставить пароль на каждое приложение
- есть сенсорный помощник (говорят что эту фичу взяли у хуавея, не знаю). Это такая перемещаемая точка на экране, на нее можно завязать несколько приложений и при нажатии на нее, собсно, эти приложения запускать. Не пользуюсь, может кому будет интересно.
- энергосбережение допилено порядком. Каждое приложение можно ограничить для работы в фоне (даже пресловутый гугл и иже с ним). Также есть таймер питания - телефон будет просто выключаться на ночь. Это порядком экономит заряд.   
- для тех, кто любит читать - есть режим чтения (яркость понижается, белый цвет будет иметь более теплую температуру). Реально удобно не только читать, но и просто серфить в интернете. Глаза меньше устают. 
- может просыпаться по двум тапам по экрану и прекращать звонить при переворачивании телефона (входящий вызов). 
- можно менять симки местами не высовывая их (а также блокировать). 

к покупке рекомендую. Не понимаю тех, кто берет серый телефон в России за копейки и потом жалуется на мелочи. Аппарат стоит своих денег."
Достоинства: ,"На удивление за такую цену - материалы и сборка. Аппарат выглядит цельным и очень симпатичным в черном цвете. Рамок не видно. Экран просто супер! Картинка сочная и яркая.После выхода глобальной прошивки все просто как у A брендов на Андройд, за исключением камеры. Смысл платить за тот же Самсунг A5на 20 тыс больше нет - весь функционал доступен и тут, даже в Antutu на 4000 баллов Xiaomi больше. NFC в России пока не нужен, был на моем Nokia Lumia 830 - за 2 года ничего кроме быстрой связки для передачи фотки по блютузу не пригодилось. Мощная начинка - все приложения быстро запускаются, ничего не лагает и не тормозит. Батарея держит очень долго."
Недостатки: ,"Камера - единственный недостаток этого гаджета. Но не может же быть за такую цену компромиссов, поэтому все равно 5 баллов."
Комментарий: ,"За такую цену однозначно брать! Не пожелеете. Не слушайте про танцы с бубнами для обновления на глобальную прошивку, скачал обновление на телефон с офиц сайта, запустил программу обновление, выбрал файл прошивки и все."
Достоинства: ,"Батарея
Экран
Скорость работы
Удобство
Дизайн
Цена"
Комментарий: ,"Единственное, что на момент покупки не было глобальной прошивки, но теперь вышла."
Достоинства: ,"Экран, дизайн, система, сканер, уведомления, емкость батареи, мощность"
Недостатки: ,фронтальная камера
Комментарий: ,"Давно хотел его купить и вот наконец-то он мой, очень рад этому телефону и ни капельки не жалею."
Достоинства: ,Всё: от внешнего вида до удобства работы
Недостатки: ,Пока не обнаружил
Комментарий: ,"Ура! Появилась официальная глобальная прошивка (и прочие другие на её основе) с русским языком. Скачал с офиц. сайта - закинул на телефон - перезагрузил - обновил.
Вуаля."
Достоинства: ,"Экран, очень громкий звук еще громче чем на 3 pro, дизайн очень дорого сделан и качесто собрано на 5+"
Недостатки: ,какие могут быть даже если он стоил бы в 3 раза дороже))
Комментарий: ,"Перешел с redmi note 3 pro (пользовался полгода) на него т.к.  этот меньше и удобно держать и дислпей меньше по размерам хотя и одного разрешения full hd, памяти больше да и вообще дизайн супер качество сборки и прочее, брендовые аппараты уже давно ниочем - просто 70% денег за бренд отдаете, китайцы уже всех сделали в этих флагманах на андроиде. Ни разу не было глюка сколько уже использовал эту марку, хотя один раз кажется было после падения телефона с кармана об пол, но ничего еще полгода ходил и юзал без проблем. рекомендую, даже если выбор пал между айфоном по акции 5ого 6ого, лучше  этот и сэкономите и еще аппарат который 3-4 дня держит порадует, да и темы от айфона поставите что по пользованию покажется однотипно))))"
Достоинства: ,"Стабильная работа
Приятный дизайн
Не греется
Имеет встроенные таск-киллер и батери-сэйвер
Быстрый и хороший объём памяти"
Недостатки: ,"Специфическая ОС, нужно к ней привыкать
нельзя одновременно использовать 2 SIM и SD-карту, но с этим можно жить."
Комментарий: ,"Брал модель с объёмом памяти 32 Gb и оперативной памятью 3 Gb - такой вариант более удобен, т.к. при одновременной работе 2 SIM нельзя пользоваться SD картой."
Достоинства: ,"экран, шустрость, БАТАРЕЙКА, достоинства можно перечислять долго их очень много и о них здесь уже все написано"
Недостатки: ,"как уже многие писали это звук как в бочке, но не так и критично"
Комментарий: ,"выбирал жене подарок на Новый год, и все пожелания воплотились в этом телефоне. Так как сам пользуюсь 5s с ним и сравнивал, так вот после этого телефона айфон даже видеть не хочу в особенности когда на морозе я достаю свой телефон,а он выключается, жена только улыбается. А самое главное это ЦЕНА при его ПРОИЗВОДИТЕЛЬНОСТИ. Так что всем рекомендую, не пожалеете"
Достоинства: ,"Производительность, экран, звук, дизайн, камеры (по сравнению с Highscreen boost 2 se), прошивка, функциональность, ИК-порт, микрофон"
Недостатки: ,"Глобальная версия прошивки выходит не сразу, а когда выйдет - надо обновляться при помощи ПК, так как большинство телефонов (в т.ч. мой) продаются в России с т.н. ""Вьетнамской"" прошивкой. Иногда во время игры случайно закрываешь динамик пальцем."
Комментарий: ,"Смартфон отличный, особенно за свои деньги. Слегка разочаровали камеры в сумерках, но по сравнению с Highscreen boost 2 se - чуть лучше.
По поводу игр - ГТА СА на максимальных настройках с макс. прорисовкой и т.д. - выдаёт играбельный ФПС, лагов нет (по ощущениям около 45, хотя может и больше).
WOT Blitz выдаёт на самых макс.настройках + 16х анизотропка - 35-20 фпс, если слегка уменьшить - можно спокойно крушить врагов."
Достоинства: ,"Очень довольна, Особенно мощным аккумулятором. Легко пользоваться и цветовая графика очень насыщенная. В руке приятно держать такой телефон."
Недостатки: ,Не заметила.
Комментарий: ,Рекомендую всем
Достоинства: ,"Камера, экран, батарея, звук, приятно держать в руке"
Недостатки: ,При использовании громкой связи меня слышно не очень хорошо.
Комментарий: ,"Отличная модель. Советую брать. При покупке оказалась проблема при входе в смс - выходила ошибка смс\ммс. Лечится просто - переключаемся на английский язык в настройках, идем в смс, там запросят активацию чего-то, активируем и все работает."
Достоинства: ,"Дизайн, автономность, экран, MIUI8, цена."
Недостатки: ,Их нет!!!
Комментарий: ,"Аппарат просто супер!!! Так лежит в руке, что отпускать не хочется. Дизайн отличный (на картинке по другому). Экран супер. Чёрный реально чёрный. Цена за такую вещь выше всяких похвал. 
Единственный минус(для кого-то) прошивка. Но думаю скоро будет все гуд! Не много есть не переведенного на русский язык. Но это и так понятно что к чему. Далеко в меню английский язык. Тот кто там, что-то будет настраивать, знает как что он делает.
Был до этого Huawei Honor 7, это небо и земля в плане автономности!!! 20% с 9 до 23 при нормальной нагрузке. Не много браузера , вотсап, звонки, смс, у хонора осталось бы 40-50% заряда. Очень крутой смарта!!! И да, не много о грустном... Стекло защитное, будет не полностью закрывать экран! Так как у него оно 2,5D пока не видел таких стёкол."
Достоинства: ,"Отличный экран
Супер  автономность. одного заряда смартфона хватает на 1-2 полных дня работы.
Мощьный производительный процессор Qualcomm Snapdragon."
Недостатки: ,"Посредстенная основная и фронтальная камера, сники не радуют качеством, много шумов. Как для эконом варианта можно мирится. Отсутствие официалтных прошивок на Redmi 4 prime, для меня минус"
Комментарий: ,"Удачное сочетание процессора в Xiaomi Redmi 4 pro 8 ядерный чип Qualcomm Snapdragon 625, с 3Gb RAM и 32Gb ROM. Все это железо Xiaomi Redmi 4 pro работает на Android 6.0 с оболочкой MIUI 8. Производительность отменная. С любыми нагрузками справляется без проблем. В играх смартфон не нагревается. Тест Redmi 4 pro игрой FIFA 16, GTA и Tank не замечает, работает почти как флагман. 
Экран Xiaomi Redmi 4 pro 5 дюймов, матрица IPS с разрешением FullHD, за счет оптимального размера телефон удобно располагается в руке. На 5 дюймовом экране удобно играть, пользоваться социальными сетями идеальное решение. Аккумулятор Xiaomi Redmi 4 pro емкостью в 4100 mAh.
Мне понравился обзор https://youtu.be/G1uxhtXg3-Q . На данный момент считаю что это лучший обзор с отзывами Xiaomi Redmi 4 pro"
Достоинства: ,"Батарея(1.5 -2 дня)
Стильный
Довольно шустрый 
"
Недостатки: ,"ЗВУК МИКРОФОНА!! Это ужасно,я вся в расстройствах. При записи видео  и любых звуков- качество будто из унитаза ,все перекорежено и искажено. У меня телефон моторолла из 2000ых был -и тот звук записывал намного лучше. Хотя при воспроизведении сторонних видео ( не записанных на эту камеру) нормальный громкий звук.
Камера очень средняя. От слова совсем. При любом приближении качество фокуса на глазах умирает.Даже днем.Вечерняя съемка и на концертах- простите ,до свидания. Это при том ,что покапалась в настройках.  Фронталка неплохая. 
СЕТЬ И СИГНАЛ. Вот тоже напасть. Lte и не пахнет. Постоянно пропадает инет там, где на прежних моделях усе летало. Сначала думала оператор дурит ,ан нет. 
ОБОЛОЧКА с мой точки зрения дурацкая. 
Из приложений периодически выбрасывает ."
Комментарий: ,"В общем телефон был бы неплохим,если б не масса вот таких косяков.
Покупался для хорошей связи и камеры,а оказалось ,что это как раз самые слабые стороны телефона. 
При покупке проверяйте ЗВУК ОБЯЗАТЕЛЬНО , лучше на громкой музыке и в шумном месте. "
Достоинства: ,"Цена, батарея, gps, экран, корпус, внешний вид"
Недостатки: ,"1. Выключается сам по себе, иногда два раза в день. Иногда прямо во время разговора. Иногда просто лежит, ты думаешь что он работает, смотришь потом, а он выключен. Выключается без единого писка, ты даже не замечаешь. При этом батарея заряжена более 50%.
2. После того как в настройках контакта исправляешь имя, оно в общем списке контактов не исправляется, остается старым. Приходится удалять контакт и записывать его с новым именем.
3. Если сканер отпечатка настроить на указательный палец, то когда кладешь в карман или достаешь из кармана, очень часто касаешься сканера и телефон разблокировывается."
Комментарий: ,"В целом телефон нравится, но вот эти включения напрягают очень. Что будет дальше, если ему только месяц, а он уже отрубается когда захочет."
Достоинства: ,аккумулятор.экран.сборка.
Недостатки: ,"телефон ""сырой"".аппарат может выключиться, как во время разговора ,так и в режиме ожидания. Это самая большая проблема у данного аппарата. Плохая слышимость во время разговора ,вплоть до полного пропадания собеседника. "
Комментарий: ,"Если производитель устранит эти две проблемы, то данный аппарат к покупке рекомендую.P.S.почему то про эти проблемы на маркете инфы нет!"
Достоинства: ,"Красивый внешний вид
Удобная панель инструментов
Отличная камера
Хорошо лежит в руке
Отлично держит батарею"
Недостатки: ,Постоянно отваливается мобильная сеть и интернет
Комментарий: ,"Будь проклят тот день, когда я купила этот телефон! С самого начала были проблемы со связью. Поменяли карточку, сдавали в сервис - внешне все ок. Но у телефона постоянно отваливается мобильная связь. Т.е была связь, а потом раз, и нет. Только ловлю позже смс о том, что мне звонили. 
Почитала Миу-шный форум, оказывается, именно у этой модели такой глюк по всему миру, миллион жалоб от пользователей. 
Надеялась на новую прошивку, которая пришла в сентябре, но она ничего не изменила. Все так же отваливается связь. В течение дня - полдня телефон не доступен. 
Никому не советую!"
Достоинства: ,"Внешность - строгий и изящный, плиткошоколадный дизайн. Мощное железо, диагональ 5 дюймов, экран, металлический корпус, четкий сканер отпечатка. БАТАРЕЯ!"
Недостатки: ,"Оболочка MIUI, она меня бесит в некоторых местах."
Комментарий: ,"Да простят меня те, кто влюблен в этот телефон. 
Но я немного разочарован покупкой. :(
Наивно думал, что покупаю полноценный, законченный продукт. Специально дожидался выхода глобальной прошивки. Чтобы не колдовать со всякими бутлоадерами, тврп, рутами, и т.п. Однако, оболочка MIUI имеет изъяны, которые просто так, не устранить. 
При втыкании USB кабеля зарядки и при его вытаскивании, телефон издает достаточно громкие сигналы. Когда телефон полностю зарядился, он снова блымкает.  Остро эта проблема ощущается ночью в спальне. И убрать это штатными средствами настройки, невозможно, неотключаемо и нерегулируемо. Нет ""рычагов"". Только через ""танцы с бубном"", разблокировку загрузчика, рут-права и типа того. Ну, или включить беззвучный режим телефона, прибив все остальные оповещения. :) 
В ""контактах"" не работает  вертикальная ""полоса"" с края, для поиска по буквам., она не русифицирована, и соответственно список русскоязычных имен книги контактов не видит. Но этот момент меня не особо огорчает. И для его устранения, опять же, есть патчи, которые можно установить, только малость ""потанцевав с бубном"". 
Наверное, он мне просто не подходит. Это выбор тех, кому не лень лезть в глубины его операционки, допиливать и доделывать. Или для тех, кто готов мирится с ляпами оболочки MIUI, ради его мощного железа, предлагаемого за хорошую цену.
Передача/прием голоса, хорошие. Камера, нормальная, устраивает. Громкий динамик глуховато звучит, но в целом, нормально.
Меня долго ломало перед покупкой. Не хотелось брать ""откровенного китайца"", но лучшего варианта до 5 дюймов с подобным железом, батареей и сканером пальца, я не нашел. Мог и дороже заплатить.
Если бы не недочёты с MIUI,  пятерку бы поставил. Китай, однако."
Достоинства: ,"отличная сборка внешний вид, скорость работы"
Недостатки: ,внешний динамик тих
Комментарий: ,Очень неплохой телефон
Достоинства: ,"Железо, Экран, Батарея, Производительность. Ну и цена!"
Недостатки: ,Прошивка. Камера.
Комментарий: ,"Купил этот телефон на Горбушке за 11000 рублей в золотистом цвете. Основной телефон Samsung Galaxy A5 2016 случайно утопил в воде, но так как он был застрахован, нужно было найти временную замену. С ним и буду сравнивать.
1. Аккумулятор тут на 1200 мАч больше чем в Самсунге. По факту хватает практически одинаково.
2. Камера тут определенно похуже чем в Самсунге, но для телефона сойдет.
3. Звук громче чем на Самсунге.
4. Микрофон похуже чем на Самсунге.
5. Экран тут хороший, но Амолед мне нравится больше (ИМХО).
6. Оперативная память 3 гб тут и 2 гб на Самсунге. Но тут ее почему-то занято больше. В игры не играю, хватает и там и тут. 
7. Процессор тут мощнее, но опять же разницы не заметил для своих задач.
8. Память 32 гб, просто отдушина после 16 гб на Самсунге. Так две сим карты, а слот совмещенный.
9. Прошивка MIUI Global 8.0 Стабильная 8.0.5.0.0 и это самый главный недостаток. На Самсунге я об этом даже не задумывался, все работает четко и из коробки. Тут частично не переведено на русский, например, шторка сверху и т.д. Уведомления почти от всех приложений работают как попало, нормально только из Ватсап приходят. Почта Мейл ру и многое другое, то приходят уведомления, то нет. Журнал звонков неудобный, нет избранного, поставил сторонний, но и он не идеален. Автоматически не правильно выставил время сети, вручную пришлось выставлять, а так как я часто меняю часовые пояса (работа такая), это неудобно.

В целом телефон по железу хороший, а прошивку, думаю, со временем допилят. Но лично я, как мой А5 2016 вернется из сервиса, возвращусь на него. А этот телефон или жене, или дочке отдам."
Достоинства: ,"Ко всем вышеперечисленным положительным качествам хочу добавить - функциональность, эргономичность и продуманность встроенного ПО (особенно фильтр звонков и смс даст фору всем приложениям подобного плана! Прощайте горы спама!)"
Комментарий: ,"Это лучший телефон, которым я пользовался. Хотя до этого момента был адептом sony-секты. Предыдущий телефон сони не просто разочаровал - он просто убил во мне всякую веру в бренд. После него redmi 4 pro стал глотком свежего воздуха. Спасибо, господа из Поднебесной за внимание к мелочам!"
Достоинства: ,"Дизайн, цена"
Недостатки: ,"Проблемы с прошивкой, с уведомлениями, с запчастями, скользкий корпус, геолокация"
Комментарий: ,"Купил телефон в декабре 2016-го. Сначала все радовало, кроме отсутствия глобальной прошивки. Но, как оказалось, смартфон не практичный. Корпус очень скользкий и легко деформируется, живых углов на моем не осталось, смотрится не эстетично, стекло также разбилось, а заменить нечем, меняют только с дисплеем, да и этого нет в наличии. Батарея очень быстро теряет автономность. При покупке хватало на 2,5 дня, сейчас на 1-1,5 дня, хотя соблюдаю все рекомендации по зарядке. Геолокация работает нестабильно. Предыдущий смартфон был самсунг, и разница в качестве заметная. "
Достоинства: ,"хорошая батарея, неплохой экран с олеофобным покрытием , крепкая сборка, отпечаток пальца, неплохая цена в  10 тыс руб. "
Недостатки: ,"Среднее  качество связи, от части тяжеловат из за металлического корпуса, среднее качество звука везде, вечный геморой с прошивками , настройками , как и у всех китайцев .  "
